m,lambda,wz,wtr,dt,mu,eps,Nx,Nt,nL,beta,dim,step,Dens (Re),Dens (Im),KE (Re),KE (Im),Lz (Re),Lz (Im),PhiSq (Re),PhiSq (Im),S (Re),S (Im),S_del (Re),S_del (Im),S_int (Re),S_int (Im),S_tau (Re),S_tau (Im),S_trap (Re),S_trap (Im),S_w (Re),S_w (Im),Vint (Re),Vint (Im),Vtr (Re),Vtr (Im)
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7760,0.091411341,0.010288837,0.042654068,0.000516622,0.09244499,0.017337184,1.055598594,0.011074049,39.30223325,0.437800803,38.338046,0.437015591,0,0,0.964187252,0.000785213,0,0,0,0,2.289337503,2.289337503,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7770,0.079117754,0.007225843,0.043173148,0.000397743,0.104109379,0.118377853,1.035440125,0.009444946,39.10570551,0.325645435,38.14938314,0.323426332,0,0,0.956322371,0.002219103,0,0,0,0,2.353354909,2.353354909,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7780,0.084686203,0.015462999,0.043943393,-0.000348877,0.144013093,-0.048902818,1.058498728,0.013043779,39.98074416,0.120865374,39.00693163,0.123284594,0,0,0.973812525,-0.00241922,0,0,0,0,2.504382184,2.504382184,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7790,0.069659038,0.008150096,0.044426701,-9.53E-05,0.198516828,0.09341119,1.034120284,0.013086183,39.6743732,0.226642077,38.70991195,0.22170599,0,0,0.964461246,0.004936087,0,0,0,0,2.102143642,2.102143642,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7800,0.050804185,-0.001485629,0.043894144,1.69E-06,-0.108753243,0.166660916,1.020332393,-0.000467288,39.165985,-0.033421121,38.19645679,-0.034439461,0,0,0.969528208,0.001018341,0,0,0,0,2.403150525,2.403150525,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7810,0.030574559,0.009267481,0.044611857,0.000433308,-0.15651793,0.298268457,1.010253312,2.49E-05,39.23843934,0.145753556,38.25876059,0.154996182,0,0,0.979678753,-0.009242626,0,0,0,0,2.313127653,2.313127653,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7820,0.029357618,0.006146269,0.044622371,0.000474178,-0.049733618,0.33764111,0.99361775,0.005813387,38.89995212,0.271761779,37.93569198,0.272094661,0,0,0.964260133,-0.000332882,0,0,0,0,1.743639676,1.743639676,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7830,0.039023528,0.015873684,0.044206366,0.000783446,0.094088284,0.119505335,1.006499475,0.01304133,38.92849045,0.515751279,37.9610145,0.518583634,0,0,0.967475947,-0.002832354,0,0,0,0,1.807832639,1.807832639,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7840,0.036009134,0.015878218,0.043009447,0.000279547,-0.055458761,0.125025396,0.997556131,0.011515736,38.19951142,0.233885787,37.23796442,0.238248269,0,0,0.961546997,-0.004362482,0,0,0,0,1.902058564,1.902058564,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7850,0.043363235,0.015902722,0.043946577,0.00126172,-0.07480033,0.111681709,1.001101054,0.020121975,38.5997816,0.853638893,37.64204378,0.849419641,0,0,0.957737819,0.004219252,0,0,0,0,1.599923661,1.599923661,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7860,0.0585841,0.0328716,0.044369857,0.000853145,0.003848554,-0.052941948,1.010652713,0.027127201,38.9938217,0.799355459,38.04175308,0.805099858,0,0,0.952068612,-0.005744399,0,0,0,0,2.153345191,2.153345191,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7870,0.054153684,0.026184906,0.045297233,0.000802106,0.004006239,-0.033946533,1.024530386,0.026384279,39.69006352,0.78512336,38.71968681,0.784923987,0,0,0.970376702,0.000199373,0,0,0,0,2.132942764,2.132942764,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7880,0.035084796,0.026053045,0.045165931,0.000555009,-0.015535442,-0.078356143,0.995045689,0.021969608,39.0402283,0.56634745,38.08026741,0.570430887,0,0,0.959960893,-0.004083437,0,0,0,0,2.267341844,2.267341844,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7890,0.042449935,0.04743541,0.044763111,0.00034699,0.038210015,0.144420097,1.006485223,0.040163539,39.1403102,0.914783128,38.17627491,0.922054999,0,0,0.964035288,-0.007271871,0,0,0,0,2.053710183,2.053710183,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7900,0.043252536,0.027976613,0.044821168,-0.000535692,-0.078744505,-0.169902388,1.013430668,0.024731543,39.24907836,0.311406802,38.27890023,0.314651871,0,0,0.970178132,-0.003245069,0,0,0,0,2.113903238,2.113903238,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7910,0.044919273,0.034501953,0.043744806,2.26E-05,-0.105934524,-0.050446556,1.001178322,0.027549475,38.59543612,0.551262568,37.63917707,0.558215047,0,0,0.95625905,-0.006952479,0,0,0,0,1.809862746,1.809862746,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7920,0.065947992,0.02748759,0.043557471,-0.000522669,0.139889441,-0.137996247,1.024854972,0.026879162,39.07101369,0.33754092,38.11210671,0.338149348,0,0,0.95890698,-0.000608428,0,0,0,0,1.938759884,1.938759884,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7930,0.084664036,0.024896525,0.04566933,-0.000638504,0.051231915,-0.180204707,1.0559838,0.028003746,40.52747083,0.374576623,39.55615107,0.371469402,0,0,0.971319764,0.003107221,0,0,0,0,1.810214434,1.810214434,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7940,0.078016028,0.023191814,0.044749444,-0.00043821,0.107845346,0.057391328,1.044509189,0.019076276,39.83817206,0.26594578,38.87167889,0.270061318,0,0,0.966493161,-0.004115538,0,0,0,0,1.515554605,1.515554605,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7950,0.060130054,-0.001984918,0.044339859,0.000423803,0.26232029,0.00385567,1.029619972,0.003981185,39.3377205,0.40137368,38.36823058,0.395407577,0,0,0.969489918,0.005966102,0,0,0,0,1.935704858,1.935704858,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7960,0.060501412,0.003967075,0.04523776,0.000894322,0.088724278,-0.041494916,1.033427997,0.003616225,39.78131581,0.488118565,38.80838923,0.488469415,0,0,0.972926585,-0.000350849,0,0,0,0,1.98662345,1.98662345,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7970,0.05954608,0.010250819,0.044941027,0.000716068,-0.017975706,0.10078168,1.020728652,0.004836988,39.33381524,0.374699258,38.37263267,0.380113089,0,0,0.961182572,-0.005413831,0,0,0,0,1.883215354,1.883215354,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7980,0.075284083,-0.005452087,0.044453065,0.00101031,-0.133292753,0.184268745,1.025545497,0.005758307,39.28394151,0.478176652,38.3336801,0.466966257,0,0,0.950261414,0.011210395,0,0,0,0,1.885704391,1.885704391,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,7990,0.056427004,0.004243604,0.044157185,0.000971822,-0.169699462,0.339477157,1.012707621,0.000556031,38.85632134,0.395305753,37.90004072,0.398993327,0,0,0.956280617,-0.003687574,0,0,0,0,2.012598535,2.012598535,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8000,0.047764193,0.00101308,0.043302597,-0.000364203,-0.184653027,0.179798283,1.00948518,0.000813795,38.55057066,-0.073721474,37.58884967,-0.073522189,0,0,0.961720986,-0.000199286,0,0,0,0,1.807643165,1.807643165,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8010,0.054274774,-0.026198937,0.043071871,-0.000181021,0.10263979,-0.044610463,1.007665099,-0.021675916,38.46381893,-0.394819978,37.5104286,-0.399342999,0,0,0.953390325,0.004523021,0,0,0,0,2.420349386,2.420349386,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8020,0.029379418,0.002390202,0.044480868,-0.000363016,-0.03881653,-0.12427253,0.99780766,-0.002948263,38.87319535,-0.146802034,37.90476711,-0.14146357,0,0,0.968428242,-0.005338465,0,0,0,0,1.804802677,1.804802677,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8030,0.031759746,-0.005347611,0.045004739,-0.001035345,-0.077978515,-0.011184603,0.9983454,-0.008925259,39.07634887,-0.495740864,38.10976322,-0.492163215,0,0,0.966585654,-0.003577649,0,0,0,0,1.921695731,1.921695731,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8040,0.066381177,0.016962473,0.044660115,-0.000585108,0.096608472,-0.005636485,1.029465351,0.012748925,39.42041431,0.028632488,38.45733014,0.032846036,0,0,0.963084174,-0.004213548,0,0,0,0,1.478499369,1.478499369,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8050,0.057232541,0.021855855,0.045290679,-0.000142285,-0.062674474,-0.140990667,1.025683601,0.025168107,39.56154041,0.507823432,38.59308935,0.50451118,0,0,0.96845106,0.003312252,0,0,0,0,1.874355021,1.874355021,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8060,0.049655334,0.016921928,0.043128425,-0.000129867,-0.061017645,0.027888936,1.009980683,0.01574691,38.4049586,0.262850285,37.44463326,0.264025303,0,0,0.960325349,-0.001175017,0,0,0,0,1.825124031,1.825124031,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8070,0.040857098,-0.011546946,0.044292503,-0.001337959,0.123102524,0.065505194,0.999117077,-0.008972013,38.67622128,-0.76064394,37.71796131,-0.763218873,0,0,0.958259979,0.002574933,0,0,0,0,1.527718572,1.527718572,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8080,0.04872679,0.006749511,0.044244361,-0.000830059,0.112218163,0.104220288,1.007134676,-0.001576815,38.80450374,-0.341962418,37.84609585,-0.333636092,0,0,0.958407885,-0.008326326,0,0,0,0,1.70441363,1.70441363,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8090,0.057898663,0.021595031,0.044527468,-0.000506219,0.17326727,0.104526092,1.026559505,0.017440011,39.36992559,0.188996494,38.40126475,0.193151514,0,0,0.968660842,-0.00415502,0,0,0,0,1.980987796,1.980987796,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8100,0.07473235,0.017777148,0.044320403,-0.001093094,0.009472409,0.14929528,1.036860304,0.014454814,39.61904346,-0.06861429,38.65691551,-0.065291956,0,0,0.962127954,-0.003322334,0,0,0,0,1.876250942,1.876250942,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8110,0.041967865,0.021316363,0.044182709,-0.000179439,0.160021635,-0.091056503,1.036597556,0.022229497,39.52510942,0.466654226,38.53047973,0.465741093,0,0,0.994629691,0.000913134,0,0,0,0,1.730041183,1.730041183,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8120,0.0376517,0.014341997,0.043394307,-0.000298,-0.058119726,0.033879275,1.003956572,0.018461742,38.47378887,0.315750141,37.50748399,0.311630396,0,0,0.966304873,0.004119745,0,0,0,0,1.942861452,1.942861452,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8130,0.049254174,0.013995207,0.043085912,0.00052394,-0.137330024,-0.1479176,1.013119157,0.022796727,38.5127203,0.772399816,37.54885532,0.763598296,0,0,0.963864984,0.00880152,0,0,0,0,1.649291639,1.649291639,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8140,0.057345755,0.007881864,0.043029574,-0.000223396,0.027434786,-0.200767629,1.012787958,0.006759308,38.47077313,0.103805879,37.51533092,0.104928435,0,0,0.955442203,-0.001122556,0,0,0,0,1.762076538,1.762076538,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8150,0.062674452,0.004044696,0.043441853,0.000488393,0.053617913,-0.354572486,1.031966415,0.002273457,39.07354178,0.298289005,38.10424982,0.300060244,0,0,0.969291963,-0.001771239,0,0,0,0,1.848490423,1.848490423,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8160,0.067083887,-0.012064968,0.04387914,0.000677069,-0.190939736,-0.018442428,1.0336992,-0.004800022,39.32458517,0.21916068,38.35796986,0.211895734,0,0,0.966615312,0.007264946,0,0,0,0,1.479399701,1.479399701,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8170,0.048361006,-0.000486857,0.044727509,0.000518651,-0.377334144,-0.147662167,1.023366902,0.004106434,39.43565735,0.286998826,38.46065145,0.282405535,0,0,0.975005897,0.004593291,0,0,0,0,1.967966147,1.967966147,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8180,0.061454598,-0.004870292,0.045169278,-0.001422035,-0.064038164,-0.121232606,1.028006953,-0.001734427,39.625558,-0.620091413,38.65900565,-0.623227278,0,0,0.966552355,0.003135865,0,0,0,0,2.774201881,2.774201881,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8190,0.048532817,-0.004343025,0.044712619,-0.001704024,0.04934912,0.015628853,1.013699352,-0.003543835,39.2098652,-0.772001429,38.24469866,-0.772800618,0,0,0.965166535,0.00079919,0,0,0,0,1.668281277,1.668281277,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8200,0.055927473,0.003475098,0.044030863,-0.001288705,-0.111831647,-0.077191722,1.02396748,0.005119824,39.30132471,-0.38829826,38.3332847,-0.389942986,0,0,0.968040007,0.001644726,0,0,0,0,1.806045356,1.806045356,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8210,0.055900041,0.016523103,0.043982624,-0.000463454,-0.131795454,-0.153414963,1.025112038,0.016859694,39.29084641,0.138850152,38.32163442,0.13851356,0,0,0.969211997,0.000336592,0,0,0,0,1.986696175,1.986696175,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8220,0.043639666,0.015742867,0.043987685,0.000875433,-0.183769399,-0.023446131,1.016615822,0.019445393,39.03621481,0.755488489,38.06323865,0.751785963,0,0,0.972976156,0.003702526,0,0,0,0,1.613228596,1.613228596,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8230,0.016558977,0.000775348,0.042887741,0.000433074,-0.132502428,0.006108796,0.98808306,0.004929352,38.08585205,0.273728386,37.11432796,0.269574382,0,0,0.971524083,0.004154004,0,0,0,0,1.434853202,1.434853202,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8240,0.002956646,0.006913867,0.044898573,6.61E-05,-0.069921143,0.156827761,0.983672998,0.010822017,38.79153522,0.252517567,37.81081887,0.248609418,0,0,0.980716352,0.003908149,0,0,0,0,1.490647761,1.490647761,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8250,0.001714147,-0.001557252,0.044088011,-0.001493734,-0.202650336,0.111469722,0.970208076,0.001099626,38.22017443,-0.510061602,37.2516805,-0.51271848,0,0,0.968493929,0.002656877,0,0,0,0,1.910049517,1.910049517,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8260,0.027658609,0.013199166,0.044500022,-0.000753034,-0.240493995,-0.024606223,0.975707097,0.010746374,38.3734343,-0.093978668,37.42538582,-0.091525877,0,0,0.948048488,-0.002452791,0,0,0,0,1.774243298,1.774243298,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8270,0.025354362,0.032113417,0.045920556,-0.000353105,-0.065594725,0.063927165,0.981094007,0.019823601,39.04068153,0.252366433,38.08494188,0.264656249,0,0,0.955739645,-0.012289815,0,0,0,0,1.934545586,1.934545586,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8280,0.002192831,0.007922902,0.045473774,0.000423898,-0.091556345,0.111566998,0.959723114,0.018333232,38.4098088,0.596814994,37.45227852,0.586404664,0,0,0.957530284,0.01041033,0,0,0,0,1.687756133,1.687756133,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8290,0.015911616,-0.002568484,0.045560234,0.000541631,-0.232118453,0.297213638,0.97414064,-0.005719411,38.77414421,0.116138135,37.81591519,0.119289062,0,0,0.958229024,-0.003150927,0,0,0,0,1.481826023,1.481826023,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8300,-0.001512127,-0.001544074,0.046751941,0.00016712,-0.31266646,0.236478768,0.968834301,-0.006033969,39.15918846,0.02172926,38.18884203,0.026219155,0,0,0.970346428,-0.004489896,0,0,0,0,1.453226263,1.453226263,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8310,-0.002781703,-0.009243451,0.0457586,0.000133154,-0.104507172,0.109276054,0.947814928,-0.007174628,38.3019565,-0.0234127,37.35135987,-0.025481524,0,0,0.950596631,0.002068824,0,0,0,0,0.887002132,0.887002132,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8320,0.014080719,-0.007571397,0.044828828,0.000529132,0.132740123,0.154131962,0.964179167,-0.005985299,38.29981861,0.212158766,37.34972016,0.210572668,0,0,0.950098448,0.001586098,0,0,0,0,1.621324029,1.621324029,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8330,0.030326566,-0.010156276,0.04618954,0.000684613,0.007002287,0.031445149,0.986765041,0.000265303,39.30378416,0.355851452,38.34734568,0.345429873,0,0,0.956438475,0.010421579,0,0,0,0,2.130367047,2.130367047,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8340,0.032720905,-0.010130328,0.045579981,-0.001148647,0.279021224,0.027901358,0.991597085,-0.010799373,39.20386009,-0.596420789,38.24498391,-0.595751745,0,0,0.958876179,-0.000669045,0,0,0,0,2.262502681,2.262502681,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8350,0.038435876,-0.003114309,0.045128144,-0.001556018,0.196219484,-0.114536273,0.999526039,-0.004498589,39.06408382,-0.569418865,38.10299366,-0.568034585,0,0,0.961090164,-0.00138428,0,0,0,0,1.917094287,1.917094287,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8360,0.015747221,-0.009355047,0.043661144,-0.001250575,0.15216033,-0.040012148,0.985835415,-0.008721914,38.19330013,-0.630659618,37.22321194,-0.631292751,0,0,0.970088194,0.000633133,0,0,0,0,2.037068397,2.037068397,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8370,0.022275292,0.003091415,0.044926508,-0.001945431,-0.007565298,-0.035863589,0.99809757,-0.002633785,39.00073703,-0.730146949,38.02491475,-0.724421749,0,0,0.975822277,-0.0057252,0,0,0,0,1.97556307,1.97556307,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8380,0.025037126,-0.003360557,0.045242129,-0.001074304,0.211867285,-0.050600862,0.989008642,-0.001318718,39.05841418,-0.320029228,38.09444266,-0.322071067,0,0,0.963971516,0.002041839,0,0,0,0,1.533441698,1.533441698,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8390,0.011441941,0.000906765,0.045306485,-8.91E-05,-0.01981743,0.059153816,0.97735171,0.000902303,38.87097264,0.042476685,37.90506287,0.042481147,0,0,0.965909769,-4.46E-06,0,0,0,0,2.204171183,2.204171183,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8400,0.030111377,0.002670558,0.04564414,-0.000602557,0.035240647,0.129897104,0.991381345,-0.002552205,39.33885144,-0.254506988,38.37758147,-0.249284225,0,0,0.961269968,-0.005222763,0,0,0,0,2.256832747,2.256832747,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8410,0.03257665,-0.00050265,0.045514645,-0.000331448,-0.016324944,0.099417153,0.988209106,0.00195867,39.18734256,-0.153865155,38.2317101,-0.156326474,0,0,0.955632456,0.00246132,0,0,0,0,1.998414661,1.998414661,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8420,0.044986277,0.006703688,0.045562049,0.000491214,-0.098633843,0.047549855,0.997954523,0.008515015,39.37467953,0.316056948,38.42171128,0.31424562,0,0,0.952968246,0.001811328,0,0,0,0,1.899710387,1.899710387,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8430,0.04593114,-0.010738075,0.046290667,-0.000597261,0.036200794,0.053591008,1.010903207,-0.008904889,39.89105519,-0.406108643,38.92608312,-0.407941829,0,0,0.964972067,0.001833186,0,0,0,0,1.57616811,1.57616811,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8440,0.065636503,0.002403724,0.045317208,0.000105063,0.034374979,0.078656915,1.011032757,0.000510614,39.45592303,-0.006021869,38.51052678,-0.00412876,0,0,0.945396254,-0.00189311,0,0,0,0,1.90841054,1.90841054,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8450,0.057704364,-0.013865215,0.045554962,0.001050611,-0.016071925,-0.111827576,1.006243045,-0.009173013,39.49911656,0.225586015,38.55057788,0.220893812,0,0,0.948538681,0.004692203,0,0,0,0,1.529826552,1.529826552,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8460,0.057436217,-0.006320312,0.046295394,0.001055572,-0.084225371,-0.196362191,1.01905128,-0.010016552,40.00455735,0.213457866,39.04294229,0.217154107,0,0,0.961615063,-0.003696241,0,0,0,0,1.459289252,1.459289252,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8470,0.048655911,0.00774625,0.045645662,0.00153986,-0.055581307,-0.06584447,1.017280076,0.003242071,39.77293375,0.626478747,38.80430958,0.630982925,0,0,0.968624165,-0.004504178,0,0,0,0,1.779309106,1.779309106,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8480,0.037174417,0.008116528,0.045431287,0.001267386,-0.058287887,0.072527995,1.007413844,0.000469088,39.46448196,0.442111103,38.49424253,0.449758542,0,0,0.970239427,-0.00764744,0,0,0,0,2.265571033,2.265571033,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8490,0.036033743,-0.006432401,0.044430977,0.000547347,-0.108033171,-0.028894865,1.004203921,-0.008113378,39.006209,-0.079742637,38.03803882,-0.078061659,0,0,0.968170178,-0.001680978,0,0,0,0,2.210074018,2.210074018,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8500,0.02813832,-0.017488939,0.044905614,3.42E-05,-0.35711372,-0.138542923,0.977130874,-0.018635069,38.64838304,-0.418581046,37.69939049,-0.417434917,0,0,0.948992554,-0.001146129,0,0,0,0,1.809927113,1.809927113,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8510,0.053634218,-0.00890503,0.045939918,0.000712811,-0.474242613,-0.111690032,1.009797655,-0.007815221,39.8012337,0.043584849,38.84507027,0.04249504,0,0,0.956163438,0.001089809,0,0,0,0,2.324527312,2.324527312,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8520,0.05089119,0.006928908,0.045958436,0.001341837,-0.322221563,-0.238688501,1.007224039,-0.000213364,39.67912528,0.455969799,38.72279244,0.46311207,0,0,0.956332848,-0.007142272,0,0,0,0,1.827296963,1.827296963,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8530,0.034214097,0.004878595,0.045405101,0.001134161,-0.163245746,-0.072640376,1.00467916,0.007785548,39.42657199,0.637194231,38.45610693,0.634287277,0,0,0.970465063,0.002906953,0,0,0,0,1.985326891,1.985326891,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8540,0.012841935,-0.001427898,0.04344908,2.04E-05,-0.064308869,-0.112865033,0.967622132,0.003023274,37.88683428,0.106440038,36.93205408,0.101988866,0,0,0.954780197,0.004451172,0,0,0,0,1.661817708,1.661817708,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8550,0.027022723,0.000191844,0.044637569,0.000314048,-0.03596136,-0.015757287,0.975749771,-0.001038519,38.39732815,0.142996846,37.4486011,0.144227209,0,0,0.948727049,-0.001230363,0,0,0,0,1.840958584,1.840958584,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8560,0.026578543,0.01106417,0.045379628,0.001199709,0.103801758,-0.252729014,0.982271217,0.013272268,38.78645294,0.682905371,37.83076026,0.680697273,0,0,0.955692674,0.002208098,0,0,0,0,1.644693635,1.644693635,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8570,0.039451418,0.001762478,0.04567446,0.001030263,0.019138271,-0.219533515,1.008027179,0.001000269,39.43962566,0.282074741,38.47104989,0.28283695,0,0,0.968575761,-0.000762209,0,0,0,0,2.035861091,2.035861091,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8580,0.029171963,0.016483313,0.045494339,0.000400127,-0.043130818,-0.058099452,0.993277063,0.014256373,39.01982142,0.438640819,38.05571632,0.440867759,0,0,0.964105099,-0.00222694,0,0,0,0,1.874813578,1.874813578,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8590,0.018100745,0.004112069,0.045465878,0.000645291,-0.111279906,-0.073973772,0.984946573,0.00679076,38.82616174,0.336434331,37.85931591,0.33375564,0,0,0.966845828,0.002678691,0,0,0,0,1.950636528,1.950636528,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8600,0.020879968,-0.018813551,0.045280379,0.000194208,-0.25582086,0.15439306,0.976715785,-0.01747653,38.61011143,-0.309715287,37.65427561,-0.311052308,0,0,0.955835816,0.001337021,0,0,0,0,1.60370565,1.60370565,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8610,0.045363122,-0.024512856,0.046712321,0.000257966,-0.214520151,0.087831881,1.015039853,-0.02658127,40.04614276,-0.398305222,39.07646603,-0.396236809,0,0,0.969676731,-0.002068413,0,0,0,0,1.813597399,1.813597399,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8620,0.02302263,-0.026500758,0.045179995,0.000867668,-0.207046604,0.215532467,0.988976624,-0.023864255,38.90072025,-0.133391252,37.93476626,-0.136027756,0,0,0.965953994,0.002636504,0,0,0,0,1.78541388,1.78541388,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8630,0.010405443,-0.019816338,0.04569184,0.000815264,-0.049704252,0.017822237,0.972419363,-0.016392975,38.7711648,0.009058193,37.80915088,0.00563483,0,0,0.96201392,0.003423363,0,0,0,0,1.412267774,1.412267774,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8640,0.006130212,-0.005811171,0.045106134,-2.86E-05,0.029076631,-0.086966985,0.96239178,-0.00483563,38.33570142,-0.109112055,37.37943985,-0.110087595,0,0,0.956261568,0.00097554,0,0,0,0,2.084727868,2.084727868,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8650,0.006899535,0.002686448,0.046255904,0.000529746,0.125398949,0.131292278,0.968820887,0.005370084,38.84287348,0.407126744,37.88095213,0.404443109,0,0,0.961921352,0.002683636,0,0,0,0,2.479705824,2.479705824,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,8660,0.007120956,0.007378031,0.046786565,-1.13E-05,0.058284566,-0.079568837,0.964444991,0.001527611,38.97969366,0.114528166,38.02236962,0.120378586,0,0,0.957324035,-0.005850419,0,0,0,0,1.828933085,1.828933085,0,0
